DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
kevin_magnussen,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354346",Super soft,16,Soft,36,,,,,,,,,17,7,5.848 km,19,53,Dry,2016
grosjean,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354347",Super soft,17,Soft,35,,,,,,,,,15,8,5.848 km,19,53,Dry,2016
Sergio Perez,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354348",Super soft,1,Soft,26,Soft,25,,,,,,,6,9,5.848 km,19,53,Dry,2016
button,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354349",Super soft,20,Soft,32,,,,,,,,,12,10,5.848 km,19,53,Dry,2016
Carlos Sainz,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354350",Super soft,11,Soft,41,,,,,,,,,11,11,5.848 km,19,53,Dry,2016
ricciardo,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354351",Super soft,1,Medium,28,Soft,23,,,,,,,5,12,5.848 km,19,53,Dry,2016
Jolyon Palmer,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354352",Super soft,14,Soft,38,,,,,,,,,18,13,5.848 km,19,53,Dry,2016
ericsson,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354353",Soft,1,Super soft,27,Super soft,24,,,,,,,22,14,5.848 km,19,53,Dry,2016
kvyat,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354354",Super soft,1,Medium,51,,,,,,,,,8,15,5.848 km,19,53,Dry,2016
Felipe Nasr,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354355",Super soft,12,Soft,40,,,,,,,,,19,16,5.848 km,19,53,Dry,2016
Esteban Gutierrez,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354356",Soft,1,Medium,8,Medium,43,,,,,,,16,17,5.848 km,19,53,Dry,2016
Pascal Wehrlein,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354357",Super soft,13,Soft,26,Super soft,12,,,,,,,20,18,5.848 km,19,53,Dry,2016
Max Verstappen,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354358",Super soft,22,Soft,11,,,,,,,,,9,DNF,5.848 km,19,53,Dry,2016
vettel,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354359",Super soft,1,,,,,,,,,,,7,DNF,5.848 km,19,53,Dry,2016
Nico Hulkenberg,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354360",Super soft,1,,,,,,,,,,,13,DNF,5.848 km,19,53,Dry,2016
Rio Haryanto,Russian Grand Prix,"Triumfalnaya St, 26, ??????, Krasnodar Krai, Russia, 354361",Super soft,1,,,,,,,,,,,21,DNF,5.848 km,19,53,Dry,2016
Max Verstappen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,12,Medium,22,Medium,32,,,,,,,4,1,4.655 km,16,66,Dry,2016
Kimi Raikkonen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,12,Medium,23,Medium,31,,,,,,,5,2,4.655 km,16,66,Dry,2016
vettel,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,15,Medium,14,Soft,8,Medium,29,,,,,6,3,4.655 km,16,66,Dry,2016
ricciardo,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,11,Medium,17,Soft,15,Medium,22,Soft,1,,,3,4,4.655 km,16,66,Dry,2016
bottas,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,12,Medium,27,Medium,27,,,,,,,7,5,4.655 km,16,66,Dry,2016
Carlos Sainz,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,10,Medium,28,Medium,28,,,,,,,8,6,4.655 km,16,66,Dry,2016
Sergio Perez,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,9,Medium,26,Medium,31,,,,,,,9,7,4.655 km,16,66,Dry,2016
massa,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,8,Medium,17,Soft,16,Medium,25,,,,,18,8,4.655 km,16,66,Dry,2016
button,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,10,Medium,26,Medium,29,,,,,,,12,9,4.655 km,16,66,Dry,2016
kvyat,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,9,Medium,16,Medium,26,Soft,14,,,,,13,10,4.655 km,16,66,Dry,2016
Esteban Gutierrez,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,16,Soft,14,Medium,35,,,,,,,16,11,4.655 km,16,66,Dry,2016
ericsson,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,9,Soft,15,Medium,16,Medium,25,,,,,19,12,4.655 km,16,66,Dry,2016
Jolyon Palmer,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,11,Medium,22,Hard,32,,,,,,,17,13,4.655 km,16,66,Dry,2016
Felipe Nasr,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,12,Medium,24,Medium,29,,,,,,,20,14,4.655 km,16,66,Dry,2016
kevin_magnussen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,10,Medium,20,Hard,25,Soft,10,,,,,15,15,4.655 km,16,66,Dry,2016
Pascal Wehrlein,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,11,Medium,22,Medium,32,,,,,,,21,16,4.655 km,16,66,Dry,2016
Rio Haryanto,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,22,Medium,26,Soft,17,,,,,,,22,17,4.655 km,16,66,Dry,2016
grosjean,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,15,Soft,14,Medium,8,Soft,19,,,,,14,DNF,4.655 km,16,66,Dry,2016
alonso,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,11,Medium,28,Medium,6,,,,,,,10,DNF,4.655 km,16,66,Dry,2016
Nico Hulkenberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,10,Medium,10,,,,,,,,,11,DNF,4.655 km,16,66,Dry,2016
hamilton,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,1,,,,,,,,,,,1,DNF,4.655 km,16,66,Dry,2016
rosberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Soft,1,,,,,,,,,,,2,DNF,4.655 km,16,66,Dry,2016
hamilton,Monaco Grand Prix,"11 Bd Albert 1er, 98000 Monaco",Wet,31,Ultra soft,47,,,,,,,,,3,1,3.340 km,19,78,Wet,2016
ricciardo,Monaco Grand Prix,"12 Bd Albert 1er, 98000 Monaco",Wet,23,Intermediate,9,Super soft,46,,,,,,,1,2,3.340 km,19,78,Wet,2016
Sergio Perez,Monaco Grand Prix,"13 Bd Albert 1er, 98000 Monaco",Wet,21,Intermediate,9,Soft,48,,,,,,,7,3,3.340 km,19,78,Wet,2016
vettel,Monaco Grand Prix,"14 Bd Albert 1er, 98000 Monaco",Wet,13,Intermediate,18,Soft,47,,,,,,,4,4,3.340 km,19,78,Wet,2016
alonso,Monaco Grand Prix,"15 Bd Albert 1er, 98000 Monaco",Wet,14,Intermediate,18,Super soft,46,,,,,,,9,5,3.340 km,19,78,Wet,2016
Nico Hulkenberg,Monaco Grand Prix,"16 Bd Albert 1er, 98000 Monaco",Wet,15,Intermediate,16,Soft,47,,,,,,,5,6,3.340 km,19,78,Wet,2016
rosberg,Monaco Grand Prix,"17 Bd Albert 1er, 98000 Monaco",Wet,20,Intermediate,11,Ultra soft,47,,,,,,,2,7,3.340 km,19,78,Wet,2016
Carlos Sainz,Monaco Grand Prix,"18 Bd Albert 1er, 98000 Monaco",Wet,21,Intermediate,10,Super soft,46,,,,,,,6,8,3.340 km,19,78,Wet,2016
button,Monaco Grand Prix,"19 Bd Albert 1er, 98000 Monaco",Wet,8,Intermediate,22,Super soft,47,,,,,,,13,9,3.340 km,19,78,Wet,2016
massa,Monaco Grand Prix,"20 Bd Albert 1er, 98000 Monaco",Wet,20,Intermediate,12,Super soft,45,,,,,,,14,10,3.340 km,19,78,Wet,2016
bottas,Monaco Grand Prix,"21 Bd Albert 1er, 98000 Monaco",Wet,15,Intermediate,15,Super soft,19,Ultra soft,28,,,,,10,11,3.340 km,19,78,Wet,2016
Esteban Gutierrez,Monaco Grand Prix,"22 Bd Albert 1er, 98000 Monaco",Wet,16,Intermediate,16,Ultra soft,45,,,,,,,12,12,3.340 km,19,78,Wet,2016
Pascal Wehrlein,Monaco Grand Prix,"23 Bd Albert 1er, 98000 Monaco",Wet,31,Ultra soft,45,,,,,,,,,20,13,3.340 km,19,78,Wet,2016
grosjean,Monaco Grand Prix,"24 Bd Albert 1er, 98000 Monaco",Wet,15,Intermediate,15,Ultra soft,46,,,,,,,15,14,3.340 km,19,78,Wet,2016
Rio Haryanto,Monaco Grand Prix,"25 Bd Albert 1er, 98000 Monaco",Wet,11,Intermediate,23,Ultra soft,13,Ultra soft,27,,,,,19,15,3.340 km,19,78,Wet,2016
ericsson,Monaco Grand Prix,"26 Bd Albert 1er, 98000 Monaco",Wet,11,Intermediate,18,Ultra soft,20,Ultra soft,2,,,,,17,DNF,3.340 km,19,78,Wet,2016
Felipe Nasr,Monaco Grand Prix,"27 Bd Albert 1er, 98000 Monaco",Wet,8,Intermediate,24,Ultra soft,16,,,,,,,22,DNF,3.340 km,19,78,Wet,2016
Max Verstappen,Monaco Grand Prix,"28 Bd Albert 1er, 98000 Monaco",Wet,12,Intermediate,19,Soft,3,,,,,,,21,DNF,3.340 km,19,78,Wet,2016
kevin_magnussen,Monaco Grand Prix,"29 Bd Albert 1er, 98000 Monaco",Wet,7,Intermediate,14,Intermediate,8,Super soft,3,,,,,16,DNF,3.340 km,19,78,Wet,2016
kvyat,Monaco Grand Prix,"30 Bd Albert 1er, 98000 Monaco",Wet,7,Intermediate,11,,,,,,,,,8,DNF,3.340 km,19,78,Wet,2016
Kimi Raikkonen,Monaco Grand Prix,"31 Bd Albert 1er, 98000 Monaco",Wet,10,,,,,,,,,,,11,DNF,3.340 km,19,78,Wet,2016
Jolyon Palmer,Monaco Grand Prix,"32 Bd Albert 1er, 98000 Monaco",Wet,7,,,,,,,,,,,18,DNF,3.340 km,19,78,Wet,2016
hamilton,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,24,Soft,46,,,,,,,,,1,1,4.361 km,13,70,Dry,2016
vettel,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,11,Super soft,26,Soft,33,,,,,,,3,2,4.361 km,13,70,Dry,2016
bottas,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,23,Soft,47,,,,,,,,,7,3,4.361 km,13,70,Dry,2016
Max Verstappen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,20,Soft,26,Ultra soft,24,,,,,,,4,4,4.361 km,13,70,Dry,2016
rosberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,21,Soft,30,Soft,19,,,,,,,2,5,4.361 km,13,70,Dry,2016
Kimi Raikkonen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,11,Super soft,22,Soft,37,,,,,,,6,6,4.361 km,13,70,Dry,2016
ricciardo,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,21,Soft,17,Soft,32,,,,,,,4,7,4.361 km,13,70,Dry,2016
Nico Hulkenberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,21,Soft,30,Soft,18,,,,,,,9,8,4.361 km,13,70,Dry,2016
Carlos Sainz,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,13,Soft,35,Ultra soft,21,,,,,,,20,9,4.361 km,13,70,Dry,2016
Sergio Perez,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,30,Super soft,16,Soft,23,,,,,,,11,10,4.361 km,13,70,Dry,2016
alonso,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,17,Soft,52,,,,,,,,,10,11,4.361 km,13,70,Dry,2016
kvyat,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,17,Soft,27,Ultra soft,25,,,,,,,15,12,4.361 km,13,70,Dry,2016
Esteban Gutierrez,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,13,Soft,28,Ultra soft,27,,,,,,,13,13,4.361 km,13,70,Dry,2016
grosjean,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,17,Soft,22,Ultra soft,7,Ultra soft,22,,,,,14,14,4.361 km,13,70,Dry,2016
ericsson,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,14,Soft,25,Soft,29,,,,,,,21,15,4.361 km,13,70,Dry,2016
kevin_magnussen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,39,Ultra soft,29,,,,,,,,,22,16,4.361 km,13,70,Dry,2016
Pascal Wehrlein,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,11,Soft,27,Soft,30,,,,,,,17,17,4.361 km,13,70,Dry,2016
Felipe Nasr,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,9,Soft,26,Soft,33,,,,,,,18,18,4.361 km,13,70,Dry,2016
Rio Haryanto,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,29,Soft,24,,,,,,,19,19,4.361 km,13,70,Dry,2016
massa,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,22,Soft,13,,,,,,,,,8,DNF,4.361 km,13,70,Dry,2016
Jolyon Palmer,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Ultra soft,16,,,,,,,,,,,16,DNF,4.361 km,13,70,Dry,2016
button,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,9,,,,,,,,,,,12,DNF,4.361 km,13,70,Dry,2016
rosberg,Azerbaijan Grand Prix,"93 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,21,Soft,30,,,,,,,,,1,1,6.003 km,20,51,Dry,2016
